id,followers,genres,name,popularity
1MOSuu65rdp7zT6rQPkBIz,1650,"['deep comedy', 'new comedy']",Orny Adams,21
4CtIDyahzIAizNs5X4cn9Y,796,"['deep comedy', 'new comedy']",Andy Hendrickson,23
0qO3ZGP3zj0L85bmg5hi1c,1034,"['deep comedy', 'new comedy']",Mike DeStefano,16
3rYH0eT8EkSbxGNkcaJEzW,2190,"['comedy', 'deep comedy', 'new comedy']",Ryan Stout,30
14JY3DKf0X2bQmI32YdsO3,751,"['deep comedy', 'new comedy']",Keith Alberstadt,17
2JdNP15rRrZ4GEXai7gs7p,1074,"['comedienne', 'deep comedy']",Giulia Rozzi,15
61Nvvu4EPzrS8ezm3B4P2K,1168,"['deep comedy', 'new comedy']",Tom Cotter,20
08eUAzCBL0KD4MiFX0s56Y,1255,"['deep comedy', 'new comedy']",Bret Ernst,19
4lr0Jus271NBJDqtnwW1sW,1808,"['deep comedy', 'new comedy']",Darryl Lenox,23
3T7fl0wUoMj2grT2igvlvK,4266,"['comedy', 'deep comedy', 'new comedy']",Kurt Metzger,33
70NCtQnZAiHuApALV1B2Bs,408,['deep comedy'],Tommy Savitt,12
3dcOYhtRRNJTCljnDmf3JV,9110,[],Zic,12
5GY2v10HJ7A1iJvBNk1mYG,1211,['banda caliente'],Melchor Y Su Grupo Ruido De Tierra Caliente,17
0kXE4N0erNvTkvPWMA47cp,3264,['banda caliente'],Komezon Musical,26
2sn3HLUhYpRJsBngGA332N,18407,['banda caliente'],La Fuerza de Tierra Caliente,30
60AabKe5S1b1ZzQMxXYoyS,2886,['banda caliente'],Grupo Rayo de Tierra Caliente,23
63lrlTsE8zJKBzWKeHjmxG,3129,['banda caliente'],Ritmo Alegre,26
6JLVL3OCwmMcHVCXz1STk6,1815,['banda caliente'],Enamorado De Tierra Caliente,19
2fDLiZFSIRyUCN1jR2lbj1,1498,['banda caliente'],La Herencia De Tierra Caliente,16
18N3Pj4QasQ3lPqs0eOi8H,934,['banda caliente'],Grupo Balsas Musical,19
5HdTVvC84F2JsseuW0PRy0,1405,['banda caliente'],La Orden De Michoacán,17
4rEZfTTpxjsnEo49OeCqum,15818,['banda caliente'],Los Huaches De Tierra Caliente,34
11Q4l82TxG79rpwBz49dol,17256,['banda caliente'],Banda Tierra Caliente,25
0Dv5wGylebqTen211GWabB,4115,['banda caliente'],Martin Solis Y Su Grupo Inborrable,35
4jReUZPkzu7JQ7pe7upLyQ,3287,"['banda caliente', 'regional mexican']",Balsas Musical,22
5qaIfephaCZMOmZrtjCXot,1155,['banda caliente'],Los Autenticos De Tierra Caliente,12
54gmILTknASuHojWjJQIB1,1210,['banda caliente'],Chavos de Tierra Caliente,32
5EIOABIKfQBndS0KFZv8pI,1029,[],Seiurte,12
2c52wo4MhRYFmnBKcjqYRR,844,['euskal rock'],Ama Say,6
09pqtZ25EVWEltb34kNHFz,535,[],Balerdi Balerdi,4
4PztbfCny3X9gBjlpgvjYo,14716,"['alternative country', 'deep new americana', 'indie folk', 'nashville americana', 'new americana', 'roots rock', 'stomp and holler']",Aaron Lee Tasjan,43
4R8sc5Cr47yeHVlijGMLXP,640,['nashville americana'],Stephen Simmons,8
3HQmd0s1eohI3OA4VPd8rh,8737,"['deep new americana', 'new americana']",Gill Landry,30
2uAG8EEk8zDmqlkLauB0er,113,['canadian singer-songwriter'],Jerry Leger & The Situation,1
6Si6obxYS5yBJrdpZieVf3,3273,[],Jerry Joseph,23
7s3wus2jgjwHQXjFXAQfB2,3176,"['deep new americana', 'new england americana']",Mark Erelli,21
03pFhlJq5fesNLHNaQkjJD,25,[],The Del Fi's,1
24uPvkJPfMYve7yvVliW8G,1331,['kentucky indie'],Wayne Graham,12
3mTESq7qkYJ5k6WiEAY9Uk,2536,"['alternative country', 'deep new americana', 'nashville americana', 'nashville singer-songwriter', 'new americana', 'roots americana', 'southern americana']",Becky Warren,21
0rZpNCCYOe06am554MyKRu,9326,"['alternative country', 'deep new americana', 'roots rock']",Neal Casal,38
08Gc0o3GdjIKtQVoNYaVNG,2826,"['alternative country', 'deep new americana', 'nashville americana']",Jeremy Ivey,33
2ENJDOcxaI3RZAhQxAi3rS,633,[],Ted Russell Kamp,13
28ArvZS9yIxIPnPCDD5IXD,7057,"['alternative country', 'deep new americana', 'new americana', 'roots americana', 'roots rock']",Otis Gibbs,30
5PMyfGJxTdk91f1MxHw7Uv,3799,['deep new americana'],Great Peacock,31
22DqYr3VzrlKqTY54Jo20d,3033,['neo-psychedelic'],GospelbeacH,20
1co1ocz7ctHjCV09XbVjnj,618,['southern americana'],Will Courtney,6
40daNKTukncmOg8MzGnf4w,541,[],Juliet McConkey,11
0eZBRM0rZdHu5PLw7aNzsB,3687,[],Roll for It,28
4cyKIa4CN1qz3l5N3eT8iw,2182,[],Shawn Christmas,40
3n2Ke01M57Do4gtkxQZ8tK,10899,[],RiffShop,38
3lGLq0OGluQObtACEwYhXN,540,[],Hypotoria,28
6w5Ce0QsTTIabGKjfiOBWJ,352,['nightcore'],Lucius Nightcores,0
77oH7hC82eL9A4KSW7AAIU,1286,[],Ragtagg,13
7gsQEaUqeaKGOekQAyFNSA,1690,['kawaii metal'],Haruka Tojo,21
5NktxFTc8aibrNsilJ4wSD,466,['otacore'],Kleonlumi,31
047xd3KuDUcOmC4IIV7xHY,39,[],"Momoiro Clover Z, KISS",0
2BwIecyazQicxz5RzVUvLU,3890,['otacore'],Nostraightanswer,32
477eOBwVVNg0hOEmsqfdPf,149,[],The Complicators,1
7DmJzj9N1gR6U4n3jgTScH,1429,[],Lab Grown Music,29
1clWUNaQEMeP1xqWyuaGSC,90,[],Athena's Guitarist,14
6ARmrfhvSj0T8AhJOGyU46,77,[],Baroqueen,0
7nlh1D3MwQ7LOIcCD6jFya,1049,[],Protolizard,25
4PfIqZ42C6oJEF0BCviYqg,11250,['nightcore'],PsykozBrothers,29
6AQNP8aK6wIntIAD82hz0m,4169,['otacore'],shiro-P,30
4Dr2rfyDOFnjjLjdUKRDsU,56,[],Antonio Ciacca Quartet,0
1znDk6nJO9sZ4M0ihItRFp,40,[],Russ Hopkins,0
3mIO8WLnDJ0YcyF2Az01wK,41,[],Greg Williams,2
0wslfY5AJThmZgEtRu8Pjj,49,[],Petr Venkrbec,0
0CUxCYvJmkW1pc7LWZSrhH,313,[],Marko Nouwens,6
68SLbLnkmidw3Ta8sYcd7f,54,[],Mantic,0
5dW5HrgZ3mOZc71dTZLacn,61,[],Eternal Jazz Project,0
2sT64Gh6VmtvVjBgxAM6G9,152,[],Andy Bianco,11
4gJbbczlFw5zqE957IwKxv,19,[],Zhaba,0
7DAmekTi4FRZLgt2TlYzY3,230,[],David Modica,5
2sCpkjIO5Nooaz5wmVn1kV,82,[],Andreas Almqvist,1
0yaXsxWJVI4n9VkAv7lfY1,216,[],John Altenburgh,13
32BljslM338KKzglgkZNE6,42,[],J Nilsson Project,0
2z9cZflQ6YSCzLx9E39HgG,118,[],Giovanni Ceccarelli,12
6b1GjSG2JMymgDuNZYNCrO,39,[],The Headroom Project,0
4O2D5TW2zM0R7NmdFKOXO7,57,[],Music Inside,0
2CQPsJOInIbVURj5JIJso1,152,[],Kathleen McIntosh,0
27VfzPtvqYBHjihgxAeqUI,87,[],Dr Kuch,0
3ydqdgMOg9FAkUn1yJO3FU,55,[],Mali,3
0CAfqdjw3OgRxyX72Qrar5,25,[],Unika,16
6NK2N49y3xQCYrAwXKKdG5,24,[],Lele Dj,12
6kvp64GxtPwCO9XlrBa7le,174,[],Tony Lallai Romany,24
3ryJFLpSETtTCdxXd4M7Dp,7,[],Kabala Guy,9
7DFes6C2xzRdKxjmWp2Xwf,66,[],Will Lukson,28
6vviPQoYnipoca6i6bfCr2,136,[],AFP,25
1JLVTvpxEkOoVBJLDX0Zlh,197,[],Deep Joke,31
7y9t9OXYLtffazvqoCCxNi,39,[],Paris Plume,31
2yuZ6Fwg3L9nvqJZ1i4m0O,163,[],Abertico,30
0NxvJtwMgI7eIK3rRX5PYc,107,[],Giulio Bogoni,18
7y4HTYR8U7k2ovfDM6p99m,6,[],Juk,14
6glyjwCmZlXI4D2j56RK5U,1,[],DJ Estefan,3
0h7NCw9EjHrqqbEl7treRx,11,[],Josep Talaia,23
5cLmsOnbvSecPYgUjQXSzp,17,[],Kabala Guy,25
3jlPpwMh0UbVps0UnuVgMj,189,[],Josep Talaia,22
3S7gML6I3cF8nX3Gqtedfn,137,[],Dimi Jazzmon,23
4aYZZ8UWGKzPfVEVBu3SNu,10,[],Andrea Rizzi DJ,16
2SA2tCDC1GEANPo9Ypf9BV,16,[],Deep Monter,13
6xzHO5iPD0B0zLWIVxEvVs,37,[],ELCW,15
3yzBFRAy116lvIQ1RMMIlV,10,[],Vintage Bullet,14
2MEx3ga68IvvpzG5T0UlWj,246,['funky house'],Ken@Work,17
3DixnNTRc88jkibgnOTa4z,721,"['funky house', 'soulful house']",Risk Assessment,23
3KIoRRStpaPgCtJC05uSM3,1391,"['funky house', 'future funk']",C. Da Afro,24
7DQ8fX4Fbi43HaesfrVYpO,3422,"['funky house', 'funky tech house', ""jackin' house""]",Hatiras,33
2mQs8hWTGmMYdHgXlIfsaZ,2099,"['deep groove house', 'disco house', 'funky house', 'funky tech house']",Brokenears,36
4KM9ltJ73oTZGfZ5wSHRSl,10767,['ambeat'],Michita,26
1skwckJ4qDwdRUwGwi1Rdn,3575,['ambeat'],Dj Whitesmith,18
4fdtuoWveWJxGYwNfHAdQi,10312,"['ambeat', 'jazz boom bap']",Kondor,35
089rQ02K5KBRF0XRYcQ9LX,27744,"['ambeat', 'chillhop']",Blazo,45
4a0kv3oOABzww9az8hz7sb,3786,['ambeat'],Reki,26
7c4yk6QcnAOsnkGBJFq6Kf,3140,['ambeat'],Hazzy,23
3yAcfsQWkFlt8Zu2BeOIA8,1,[],"Sharda, Mohd. Rafi",0
2yE9xO6rSM0HIiesJOoVbe,15,[],Munni Begun,0
0ipc1x4ddXw1JTLmBm4rtt,184,[],Saheb Chattopadhyay,6
2c0d4uBaM6YrNEXN7zhYMj,0,[],Alisha Chinoy & Chorus,0
51DxSBLJR26LXdBvkFsJxQ,7,[],Sanjay Raina,0
2vFixabI37sj2PEvpLJPD1,34,[],Kamijee,0
6lXxD7jB6A4GBp8FIj4Drd,10403,[],Hood Brat,19
3tyNfmlL7wNE6zaVmTWmRZ,45294,"['escape room', 'trap queen']",Tokyo Vanity,39
5O8NFqWCDRQdv1rpd3FLnx,1992,[],Love Dorsey,23
5bCj7U1JQhliN5sO1WhMdS,14684,['trap queen'],Nya Lee,17
5DoDZEhkiLaUHR2Rinr3Vl,12866,['trap queen'],Jessica Dime,16
6Tklhx0NbhKK7E7PCw9LUK,9589,['trap queen'],Tommie,24
6yqadcG6z5djW3lDuP7Abh,166295,"['hip pop', 'pop r&b', 'r&b', 'trap queen']",Lyrica Anderson,46
1ziRj7e5Tm72Qf2ag6jHed,7768,['trap queen'],Pap Chanel,46
1TPNC8TFcyC8s5TeSmQT23,70229,['trap queen'],Jhonni Blaze,41
3ej8SuMJzEgwFLe2lCBikV,5492,"['houston rap', 'trap queen']",Lebra Jolie,22
4UhljmgthtPDKEJ2qW1W1S,34574,['trap queen'],Bianca Bonnie,18
3wFzTRAvCLEACzbRmgBEHx,72592,"['pop r&b', 'trap queen']",Omeretta the Great,45
24e432msaVQMe5Im63Npxp,3686,[],Mr. Budots,24
5fDa9BEuWZNXASmDTXgzQG,1414,[],Dj Skratx,26
1zMjlzkw7JKnfdOTbTy3Eb,395,[],DJ Kane,8
31i11xjYdkhOySZC9L2JPO,360,[],DjDanz Remix,24
5oAEn93AOB3RvK6lFegh2A,860,[],Budots Dance,22
03Mhn0T0a5DFI5XEDTgAPi,908,[],M.J. Magno,22
7BR0EdSFKZMsZugT90Xtbg,202,[],Lou Sern,30
1Gt39QnTBTndeyiJ5SO04q,5037,"['background music', 'chill out', 'focus']",Amaranth Cove,58
5bgAHbDkNceLzoE0bFMeVr,708,['background music'],Lucas Delphy,51
7fFV1CuS9eT92DKj0Zzpt9,1342,['background music'],Eucalyptic,47
03aCAywaPegfs9yvJ66eCp,581,['background music'],Cecelya,45
1Uc5aI4Mz5c9SPUEjUga29,844,['background music'],Avery Young,46
5ySNkmwfljYELipELJjQyl,219,['background music'],Gradient Layer,39
2P6DMnuFgtU6UWuxTcF5nU,2217,"['background music', 'focus']",Ave Air,51
6Ighdl27ZYCe5lkwr4nd0a,261,['background music'],Zero Mileage,37
1uKH4Zay4PN2JmUTFRAZIt,151,['background music'],Reed Goff,36
44MlmhbFGLUIUPEqEgcLaL,214,"['background music', 'calming instrumental']",Gendrial,33
4L8nmO7kqdX1K9ydfCfbh7,226,['background music'],Catherine Holm,39
5PrwBUjXfgLL5mJhEm3FKi,195,['background music'],Le Verne,36
2ofMsV0f4ziG96f4ZKPzGr,679,"['background music', 'calming instrumental']",Laponia,52
24vm5FBjvLpwUiVNcYc8qy,294179,['social media pop'],Scotty Sire,58
1m3UM0JtzmF7DZgxW71TyT,7397,[],Fox Szn,30
2HFEmkJdJwdaSxJbxJpFPs,168167,"['indie pop', 'otacore', 'show tunes']",Thomas Sanders,54
78cT0dM5Ivm722EP2sgfDh,180167,['comic'],Bill Wurtz,52
29XJC5N8MrBCo3XgUU1KPk,64179,"['lgbtq+ hip hop', 'social media pop', 'trap queen']",LIL PHAG,45
0oabiEhzNh4ELsnU1LLl0C,2074,"['broadway', 'show tunes']",Eric William Morris,42
5J7URjIP8aFmeSn2QwF9Au,118891,"['alternative r&b', 'indie r&b', 'pop r&b', 'trap soul']",TYuS,45
5YHM0i7v5TqqibZhS0YiuX,105460,"['alternative r&b', 'r&b', 'trap soul']",Ryan Trey,58
4W49e48G0gg1pucAN6JiGH,144028,"['alternative r&b', 'chill r&b', 'indie r&b', 'pop r&b', 'r&b', 'trap soul']",Yo Trane,55
0Maq4Nk8ZM6keGZjTCXGIH,27798,"['alternative r&b', 'indiana hip hop', 'indie r&b', 'pop r&b', 'trap soul']",Ye Ali,47
2UZMIBzxWlgugwE8I5KiZK,5195,['khaliji'],Adel Ebrahim And Queen G,22
3Zb4MUSYQ4SeFo44T6TSZH,1060,[],راندر,23
3g1bSqxu4vKr9j2BIANUJU,546,[],Dj Knare,5
2u3crZX2dGgmxOh8ViLDG5,1676,[],Edo Yag,41
3MBBCjjwCjbeikYXPswyZc,1229,[],Michaela Dietz,59
7he2a9SV8e6jq2v0F5ThKO,134,[],Honor Amongst Thieves,0
0rZmDBvS2NMts0hOYsxBbj,29,[],Rose Parade,0
28N6hSk8d8vBNMDkXOnH7U,6,[],Set Against,0
6811gEZCE9su77cdJpKCV7,52,[],Nervous Wreck,8
6FMnbEpj546xh7ZgYkERIt,945,[],Vice City,19
5IKGBtbOzoiwrIbIp06Ma6,64,[],Honour Amongst Thieves,11
3EAEjErRCzvN8LSkdjbDhn,0,[],Nathaniel James,0
1nXR0ziZHYoXln38ok5zhd,0,[],Jumping Ship,0
5NXvFHarpAPRJfYNBnaPTW,1142,['dutch dnb'],The Hard Way,12
4zkl6oy6JW6WznB6duIKPO,51,[],True Valiance,1
7u7kGfXHvNSEzYaxyoWaip,34,['north dakota indie'],Life Won't Wait,0
2TgIVA0bRfRQw8VKhL0lq9,22,[],Sean Grant,2
4N0f7AbpchycDIdHbLxAva,15,[],Ojeda,18
0zedzF1ChQv9lsNpsmHmjf,171,['ukhc'],The Break In,2
1EvzYTqpzSv4OjTTv19qoy,17,[],Jail Bait,0
1Rf3jtqvDCTuoJ3erhnnvF,5,[],Gabriel Amauru,0
27mrH5uABd1ukdhfVv4hVI,6,[],Jaded Vision,0
4NnqB4wwsO5MhG3IDrpeNX,8,[],Suthida Chairatananuwat,0
0SMx3HdzZR4pOJcXE2MJEw,56,['ukhc'],Abandon Ship,0
5kubUHpl6KW4BvklLZa3nP,1558,[],Larissa Pires,21
0g4xsygciHCrujQzdXUudC,775,[],Jessé Aguiar,30
3FcAqZrDqVf2DwLRXyMe1f,1935,[],Wesley Ielsen,20
0XQgPT3Tn4phmgHSL7iwGt,8021,[],Eula Cris,28
4UEQz3cETFAJ5n9q2ABC40,8043,[],Peterson e Mag Ribeiro,26
6bkKdxKHIv3gVFuEdEY2wz,340,[],Bass 2 Headz,18
0pL449gUOvYaLfgbCzq2SQ,421,[],Noise Dimentionz,7
330ncrK2AnUjTpV17SC722,178,[],Divisium,16
6A0q6Iz2xN3PiaLdCIPDAI,2459,[],K1,22
7tH1lySRhr6RBrMgXkSyMo,123,['hardstyle'],MBW,27
5JGN6K3eCZ1dim3H1pfGIH,130,[],Hunta,12
0BSyDi4klMQdPC6s4vulHf,445,['hardstyle'],Tigaiko,21
61qLIEFQlJLdBmytUYkKPP,58,[],Thieves Of Dreams,18
4s2IUrqhh5f6Uz64ZyIKKs,117,['hardstyle'],Dan-Rider,24
2i4PcTxOs5KzBZ7gg4VZES,2259,"['gothenburg metal', 'swedish melodic rock', 'swedish progressive metal']",Saffire,16
0YzZ69Qwj0kvwimsT3yTlH,3022,['modern hard rock'],The Killbilly 5'ers,29
4ctqHPZSLWNMNd8Qwcjzcj,2551,['modern hard rock'],Dust Bowl Jokies,24
14c4jf0F0bJkpR1WumvNXG,7429,"['deep melodic hard rock', 'modern hard rock']",Voodoo Six,19
4uaAa8O3FVSXjJAFsLI24n,4749,"['melodic hard rock', 'modern hard rock', 'nwocr', 'sleaze rock']",Hell In the Club,23
6sWy0DF9f6OpoQ7WVxqA3D,2465,"['modern hard rock', 'nwocr']",Buffalo Summer,17
0WzbAvXUcDILmWW3G7mZSy,3175,"['danish metal', 'modern hard rock', 'nwocr']",Shotgun Revolution,32
39t8rOgHVWtzD0782bDAjs,3907,"['action rock', 'swedish hard rock']",The Hawkins,30
5W3Q0PiFwL9CCPJ6YDDibK,3765,"['danish metal', 'modern hard rock', 'nwocr']",Black Oak County,26
6V8nNGRYy1tDMxWUX0w32H,8632,"['melodic hard rock', 'swedish melodic rock']",Art Nation,34
7xytG2E40s4GeukvZCGqGP,12510,"['modern hard rock', 'nwocr']",Massive Wagons,44
6l0DPGloCYFvs6dM7Y8Wmw,39753,"['gymcore', 'hard alternative', 'post-grunge']",Aranda,42
3qcmjEByVZESdMMAAcXXVQ,3051,[],KhaliDenhaag,22
14FZLFFPdmreUywW3XeojQ,747,[],C4mo,34
3TNTPduFxe8yaox2f6NxNC,3251,"['dutch rap pop', 'turkish trap pop']",Emil Rosé,46
4H6YFOGMXklQmPYSzISocN,453,['turkish trap pop'],Dilara Guntekin,24
3JQUe5anZozadJ2FfemPR0,1451,['turkish trap pop'],C1COZ,36
4PUr4W5mWlzMkyVpSiX2ZN,3633,['belgian hip hop'],Makar,41
2igCY3TVOaE9ru2w9svH49,623,['dutch rap pop'],Bills,36
56TuyDjYJfwFFxxnnjZYAF,5178,"['dutch hip hop', 'dutch rap pop']",Fous,48
2PJOtFMkYPaqPSSQtdA9Yi,8922,"['dutch hip hop', 'thrash core']",Rambo,32
7v56qz80xEWkpQl1yeKhtY,1576,['turkish trap pop'],HnS,49
4DM0bQuyL0q8XboC97k8MP,183,[],Moseri,18
6cCJrO94gspaPncQR8DXwe,6162,['turkish trap pop'],Hünkar Göksu,39
1MUxYVrXFiMh1wmP74mfu7,2059,['dutch trap'],Lef,37
7lPPiwLIuHV5fPlN6jLi13,950,[],Shah,35
3YEEFylVcbQR80kZuHMoNx,127,[],Hellwood,1
32mL5H6Z965gGvG7DaP2da,803,[],Michael J Sheehy,9
6ahjxeoGjFkQcsPH51P9SO,916,['gothabilly'],Trailer Bride,8
1j9gc3pKrn1Opp0McuZlA4,1373,[],Beri,25
0XgxgYnzpP0KwA4BMliFlq,5366,[],JOY,41
1SwDFc5jX708XR3XtzLrRs,8074,"['swedish hip hop', 'ye ye']",Cleo,39
62oPQvptWCPp2UCsqYwcIf,3329,"['swedish hip hop', 'swedish trap', 'swedish trap pop']",L1NA,43
3FfnFeTonanbog4rEvYXns,10832,"['sami', 'swedish hip hop']",Maxida Märak,35
5U2TzkbKD84n8gHhZtL3Ui,3231,['swedish pop'],Daniela Rathana,45
4XLISC9SzRTcR34fosyMtw,23215,"['swedish gangsta rap', 'swedish hip hop', 'swedish pop', 'swedish trap pop']",STOR,50
6mCbnwM6mWNhTpYDA7SI86,55,[],Henry Benoit,9
3zYwa4Yv1fkMVxIucxCvRS,854,[],Dizkodeath,26
7eRaOWhNrOTF1W2gdsdaTQ,362,[],Ferd,47
7nzEuAvK9JCpLEygs5eAZz,13,[],Euphorie,0
3urhrgG6tVFVPIc8Dgf3Y2,7180,[],Slyleaf,47
3eMRhrlKRHoJGeDEivWLjX,9512,['future funk'],LemKuuja,36
3YEzCOCC3PfmEbbidr7vZy,1,[],Dash30,0
0TTHYXtNYnbOeyihRcBBvU,280,[],Neo Tokyo,3
55eCRqfYWfk2QJWjIrPPXC,147,[],Dash30,4
6dvQVrzf7U1ZPVR7FgoURP,43,[],Dirt White,0
2y8CaYuWgPOZXivuhglour,1577,[],Ed Banger,2
4qizkPmfbuycG2sg93Pm7b,4,[],Looking for Mystica,0
1O04cYvRTYqQJ0I9PEAmGe,50,[],Magnum Carnage,0
1OADM3u2lnD94rnjAdDbjb,65,[],Korr,0
4JZXk6B49WKvn0iZSL2bfG,91,['denver metal'],Belhor,0
0ujcxGcQI9nz9nIWLiL7u9,37,[],Terra Tenebrae,0
2mNyfVqQRanSaRqW1vsLMN,125,['grunge brasileiro'],Abstruse,15
0JgHFLgwVLfv6ZZaOOp4sn,27,[],Martial Art,0
2pAZ1OhZrFmO4mVREdOINY,51,[],Razor Ride,0
1NlVADw09K6EdDL1bTUfPQ,485,[],NATTEN,9
1gAhpVi6EcyPAHJrc5iTXw,160,[],Necronomichrist,0
49DndNhAyds8WWwh8S2rcI,31,[],Promaetheus Unbound,0
5mIb1nb4ETIop8tgLVjCOm,117,[],Pirin,6
4SmmAzHNYr3i0V8mBMNL2h,204,[],Alchemy,4
37CwtWnIYveKSA1rNlZa7V,26,[],Gale,3
2jv3PKLssrC7igPDLnVVYq,224,[],In for the Kill,0
0qf9fx2jMZmRRCmZXQYTvO,25,['virginia metal'],Orthrus,0
5hRPzYCJwfJoBdUmFBfDEB,26,[],Deathville,0
5c81a4MM3sIm2XxsI2bSCR,4089,"['dark black metal', 'swedish black metal']",Grá,13
3GFlCQe0CcTvLNpwa3oQQB,1,[],Colatonic,0
6QGTthUSCGj4ULuZWKAKdj,104,['italian black metal'],Stigmhate,0
0OBtOo0nPeBNQct9hCnYOH,75,[],Blueprint Graffiti,0
04lKrOXI0ZI9BxhTyxOGIS,2,[],Fight For A Pacifist,0
5UiIjFA6JUdhpEgGD7BTma,201,['rap metalcore'],No 1 Left Standing,1
3qW5mGh84R6TXkYAzRSuuH,93,[],Cradle Fallz,0
6DRWYuToFJBMEnmBrnyNgz,1404,['swiss metal'],Mindcollision,11
6UIvFj78cYo3J1K5HE4xo2,0,[],Vita Em Mortem,0
7JDmWNOcTVqn1av8c7cMRQ,50,[],Sterenno,0
1oMbACAcVoig66VSNMw9Wu,12,['rap metalcore'],Drop Zero,0
5MrjmEr4Ak8RSCSwdcWaJ6,64,[],Naked Soul,1
4nWCUjS15JcvxMGTUoJ6bi,144,['rap metalcore'],Disappearance,0
51Fi0rQuK16QtsjL6g6ZBY,144,['rap metalcore'],Keishah,3
7pKJM99Sjw7p0tVXhNIPqN,1984,['rap metalcore'],The Chimpz,21
5QtOC2xRPJ6EaACD5B44Bg,1,[],Dkuajo,0
1p2XV5xuVPOJ4s7GvVsAYb,86,['rap metalcore'],Synatic,0
7ifRme4VSX2YNAWf2TlxF4,72,[],A Perfect Mess,0
3HykITRLInayx32ZDaX4l4,131,['rap metalcore'],Code;Playork,0
2iCh0Nh8qGEQqASjkmMRZv,45,[],The Prep School Tragedy,0
6NXEiQEFaWxq1ie0cTJvnf,79,[],Stepchild,3
5k4zbAvxHTEPeVVWMYcdF8,496,[],Solid Mind,0
0vgSTIVpAWTKu7Uobd16AA,385,['rap metalcore'],EASTcide,4
6l2WiHtaXSrNVQ5S6I2cha,1731,['electro dub'],Brainless Sound System,26
2PHmRbmkLzQnDilJODk8Hv,944,['french dub'],Tozer,17
3oEKRGKJTaiSYoKpz2C1LB,681,['electro dub'],Feldub,16
7fRtQozXtjABEgq97NNa3u,3036,"['dub reggae', 'french dub']",Ackboo,21
3P7JvwlFCUCuQUIB5w4OG4,983,['french dub'],BassTrooperz,20
07wZhLe2RowlpsiAS8RxVU,2901,['electro dub'],Full dub,25
1FfVZW1oMogo3tooMmLuG8,615,['electro dub'],Black Beanie Dub,17
7AZXagnBMpeTetsLOXU2jk,1394,['electro dub'],Dub Engine,14
3gvH3labh7bEFtZHmbZVgU,505,[],Toroki,16
0LkpURD28re1NOBsAWSZQq,4164,"['electro dub', 'reggae mexicano']",Mexican Stepper,24
6E0EKPuBAxHuKuPIp0qG3p,914,[],Don Camilo,15
1muOLphcNpdkdjuZxZCI56,274,[],High Smile HiFi,7
3yQTm4Q3wKjvIUFfY4kJn1,635,[],Speng Bond,17
0H5NauidBq245F36K6Zeeg,812,[],George Palmer,18
3BvFlGUpnjzjgLzqrhRSyL,537,['uk dancehall'],Danny T & Tradesman,14
0Cb1vrcTdgKdK1OsXRmkqy,525,['uk reggae'],Stalawa,11
0Dg2K6R8goi78rF62fazxD,1284,['dub reggae'],Danman,23
0mZ3MfiBFgZBvneJGnqITN,1234,['dub reggae'],Raggattack,21
2ZoLPHh1l2de45fPXC7brn,846,['modern reggae'],Jonnygo Figure,20
0tGFMqet4N37e69qxaFl4F,1148,"['environmental', 'meditation']",Monks For Peace,1
6b8f3W7WJ1huG4D1iJG1XC,88,[],Chindias,0
1MRo3HkoVY4RMkyreQwpNX,48,['tone'],"Steven E. Skindell, MA",0
2MxrlF7oDga1FJQ2r0jmnu,270,['environmental'],Kevin Doberstein.,20
6o35vUugRvpyGehl1RkPix,192,['chakra'],Chakra Masters,0
6i8gARKC743zVxMsn6SkER,565,['deep brazilian pop'],Shirle De Moraes,3
31ghEIV9U9F6VMNMWxeYzz,4461,['deep brazilian pop'],Thais Gulin,26
55zsOqeG5Xk57wpvWjOKXo,5499,['experimental bass'],leet,21
5OC3ZSef1PDix2FZaXLial,981,['downtempo bass'],MYTHM,14
2zuL2fhF4xRzyCikWcmlea,2444,['downtempo bass'],Vide,16
3ezpQc6XHKaha2SmkFsEfR,6828,['experimental bass'],Abelation,21
0663ucUX5KdVY18dEYe0KC,4912,['experimental bass'],Shanghai Doom,28
08la9DM1K0VMpSbQTb8gFQ,1207,['experimental bass'],Cnopes,19
571ojpVCIGwAp4c1LV8yxI,11533,['experimental bass'],sfam,30
2KVVWVgiz44uVBSfMEFy5A,1053,['halftime dnb'],Kromuh,12
07oZEFDySnjPl7vqqD8XSq,1209,['halftime dnb'],Black Carl!,16
1ZbT8FIqEc0cktnu6mNlvv,10906,['experimental bass'],EAZYBAKED,28
78JjBYPpCRwGwaZff4qQrv,2562,['halftime dnb'],Saka,18
45B2tXcwmZXjfCbK6c3oqu,3819,['experimental bass'],VCTRE,35
1gZ1X3ws59AXefp76wEFvc,889,['downtempo bass'],Integrate,12
5GHZ1tSpSQid2oKqe2Yo9d,930,[],ION,20
1uzNrmjOsClb1k7DYwUlIX,9493,['experimental bass'],Digital Ethos,31
26C2HIRqDYjWa84z0WZVI4,1237,['deep dubstep'],Vibe Emissions,21
1wcleSLRiSdM4P0ugXdg3H,4115,"['downtempo bass', 'dubstep']",Space Wizard,30
2VYFboeFi8XZOLuEYLf1Z2,2811,[],bd hbt,17
22eFyjzI4OqJzqUrYlF46I,2535,['experimental bass'],Secret Recipe,22
5GxCi8Q4td7EPhVvnTfPzR,694,[],Just John,7
